uniprot_id,SEP_PC,SEP_NC,SEP_NE,SEP_PO,SEP_NP,SEP_AL,SEP_CY,SEP_AR,SEP_AC,SEP_BS,SEP_NE_pH,SEP_HB,SEP_HL,SEP_NT,SEP_HX,SEP_SC,SEP_TN,SEP_SM,SEP_LR
P35235,0.1720067453625632,0.1416526138279932,0.6863406408094435,0.2310286677908937,0.4097807757166947,0.3440134907251265,0.042158516020236,0.0826306913996627,0.1416526138279932,0.1720067453625632,0.6863406408094435,0.4198988195615514,0.2596964586846543,0.387858347386172,0.1231028667790893,0.0387858347386172,0.1821247892074199,0.4688026981450253,0.5311973018549747
P35569,0.1435523114355231,0.0884022708840227,0.7680454176804542,0.2773722627737226,0.4574209245742092,0.4071370640713706,0.0981346309813463,0.0543390105433901,0.0884022708840227,0.1435523114355231,0.7680454176804542,0.4160583941605839,0.2749391727493917,0.4290348742903487,0.1978913219789132,0.0397404703974047,0.3471208434712084,0.610705596107056,0.389294403892944
P22303,0.1107491856677524,0.1026058631921824,0.7866449511400652,0.1872964169381107,0.5716612377850163,0.4820846905537459,0.0830618892508143,0.1091205211726384,0.1026058631921824,0.1107491856677524,0.7866449511400652,0.5325732899022801,0.2214983713355048,0.3371335504885993,0.1009771986970684,0.0276872964169381,0.255700325732899,0.5439739413680782,0.4560260586319218
P0C1Z0,0.180327868852459,0.081967213114754,0.7377049180327869,0.360655737704918,0.3114754098360656,0.2786885245901639,0.081967213114754,0.0491803278688524,0.081967213114754,0.180327868852459,0.7377049180327869,0.4590163934426229,0.3278688524590163,0.3442622950819672,0.180327868852459,0.1639344262295081,0.3114754098360656,0.639344262295082,0.360655737704918
P22635,0.1366906474820144,0.1366906474820144,0.7266187050359713,0.1942446043165467,0.4892086330935252,0.3669064748201439,0.0215827338129496,0.1151079136690647,0.1366906474820144,0.1366906474820144,0.7266187050359713,0.4532374100719424,0.2014388489208633,0.3669064748201439,0.1079136690647482,0.0575539568345323,0.2733812949640288,0.4892086330935252,0.5107913669064749
P22636,0.1026490066225165,0.1225165562913907,0.7748344370860927,0.1754966887417218,0.5662251655629139,0.4602649006622517,0.0927152317880794,0.086092715231788,0.1225165562913907,0.1026490066225165,0.7748344370860927,0.5463576158940397,0.2284768211920529,0.3443708609271523,0.1059602649006622,0.0562913907284768,0.2251655629139073,0.5298013245033113,0.4701986754966887
P01903,0.1102362204724409,0.1377952755905512,0.7519685039370079,0.1496062992125984,0.5590551181102362,0.4488188976377952,0.0708661417322834,0.1062992125984252,0.1377952755905512,0.1102362204724409,0.7519685039370079,0.5748031496062992,0.2244094488188976,0.3188976377952756,0.1062992125984252,0.0314960629921259,0.1771653543307086,0.4960629921259842,0.5039370078740157
P01911,0.1203007518796992,0.093984962406015,0.7857142857142857,0.2631578947368421,0.4924812030075188,0.3909774436090225,0.0488721804511278,0.112781954887218,0.093984962406015,0.1203007518796992,0.7857142857142857,0.4962406015037593,0.1992481203007518,0.3872180451127819,0.150375939849624,0.0451127819548872,0.2330827067669172,0.5075187969924813,0.4924812030075188
P62834,0.1413043478260869,0.1413043478260869,0.717391304347826,0.2391304347826087,0.4347826086956521,0.3641304347826087,0.0217391304347826,0.0760869565217391,0.1413043478260869,0.1413043478260869,0.717391304347826,0.4565217391304347,0.2065217391304347,0.375,0.0978260869565217,0.0597826086956521,0.1847826086956521,0.4565217391304347,0.5434782608695652
P04049,0.1558641975308642,0.0895061728395061,0.7546296296296297,0.2608024691358024,0.4506172839506173,0.3611111111111111,0.0555555555555555,0.0817901234567901,0.0895061728395061,0.1558641975308642,0.7546296296296297,0.4814814814814814,0.2546296296296296,0.3595679012345679,0.1651234567901234,0.0524691358024691,0.2299382716049382,0.5030864197530864,0.4969135802469135
P80078,0.1313868613138686,0.1386861313868613,0.7299270072992701,0.1386861313868613,0.5474452554744526,0.4963503649635036,0.0364963503649635,0.0656934306569343,0.1386861313868613,0.1313868613138686,0.7299270072992701,0.4817518248175182,0.2116788321167883,0.3430656934306569,0.0583941605839416,0.0364963503649635,0.2408759124087591,0.5182481751824818,0.4817518248175182
P80077,0.134575569358178,0.1387163561076604,0.7267080745341615,0.1677018633540372,0.5113871635610766,0.432712215320911,0.0434782608695652,0.0807453416149068,0.1387163561076604,0.134575569358178,0.7267080745341615,0.4865424430641822,0.2256728778467908,0.3540372670807453,0.082815734989648,0.0455486542443064,0.2215320910973084,0.4803312629399586,0.5196687370600414
Q07912,0.1358381502890173,0.1127167630057803,0.7514450867052023,0.2013487475915221,0.5289017341040463,0.4595375722543353,0.130057803468208,0.0655105973025048,0.1127167630057803,0.1358381502890173,0.7514450867052023,0.5183044315992292,0.2870905587668593,0.3526011560693641,0.1117533718689788,0.0394990366088632,0.2292870905587668,0.5366088631984586,0.4633911368015414
P56691,0.1690140845070422,0.1197183098591549,0.7112676056338029,0.1619718309859155,0.4859154929577465,0.4084507042253521,0.0211267605633802,0.0845070422535211,0.1197183098591549,0.1690140845070422,0.7112676056338029,0.5211267605633803,0.2535211267605634,0.2676056338028169,0.0845070422535211,0.0422535211267605,0.2253521126760563,0.4718309859154929,0.528169014084507
P56692,0.1901408450704225,0.1197183098591549,0.6901408450704225,0.1901408450704225,0.4647887323943662,0.3732394366197183,0.0140845070422535,0.1126760563380281,0.1197183098591549,0.1901408450704225,0.6901408450704225,0.4577464788732394,0.2394366197183098,0.323943661971831,0.0845070422535211,0.0140845070422535,0.176056338028169,0.4084507042253521,0.5915492957746479
P18848,0.1367521367521367,0.1737891737891738,0.6894586894586895,0.2136752136752136,0.452991452991453,0.3903133903133903,0.0826210826210826,0.0541310541310541,0.1737891737891738,0.1367521367521367,0.6894586894586895,0.4558404558404558,0.2421652421652421,0.4159544159544159,0.1452991452991453,0.0427350427350427,0.2336182336182336,0.5213675213675214,0.4786324786324786
P28033,0.1486486486486486,0.1114864864864864,0.7398648648648649,0.1621621621621621,0.5574324324324325,0.4966216216216216,0.1283783783783783,0.0777027027027027,0.1114864864864864,0.1486486486486486,0.7398648648648649,0.5540540540540541,0.2972972972972973,0.2668918918918919,0.0912162162162162,0.0371621621621621,0.3412162162162162,0.5878378378378378,0.4121621621621621
P61586,0.160621761658031,0.160621761658031,0.6787564766839378,0.160621761658031,0.4870466321243523,0.4093264248704663,0.0569948186528497,0.0725388601036269,0.160621761658031,0.160621761658031,0.6787564766839378,0.4974093264248704,0.2487046632124352,0.3264248704663212,0.077720207253886,0.0621761658031088,0.2020725388601036,0.4974093264248704,0.5025906735751295
Q16512,0.1422505307855626,0.1358811040339702,0.721868365180467,0.1985138004246284,0.5010615711252654,0.4373673036093418,0.0679405520169851,0.0615711252653927,0.1358811040339702,0.1422505307855626,0.721868365180467,0.4968152866242038,0.232484076433121,0.381104033970276,0.1305732484076433,0.0286624203821656,0.2505307855626327,0.5021231422505308,0.4978768577494692
O60880,0.1484375,0.1015625,0.75,0.2890625,0.453125,0.421875,0.0546875,0.09375,0.1015625,0.1484375,0.75,0.4609375,0.2109375,0.3828125,0.15625,0.03125,0.2578125,0.515625,0.484375
Q13291,0.1194029850746268,0.0865671641791044,0.7940298507462686,0.2716417910447761,0.4716417910447761,0.4149253731343283,0.0656716417910447,0.0746268656716417,0.0865671641791044,0.1194029850746268,0.7940298507462686,0.5104477611940299,0.235820895522388,0.3582089552238806,0.1671641791044776,0.044776119402985,0.2149253731343283,0.5104477611940299,0.4895522388059701
P00690,0.111545988258317,0.0978473581213307,0.7906066536203522,0.2054794520547945,0.5107632093933464,0.3992172211350293,0.0410958904109589,0.1291585127201565,0.0978473581213307,0.111545988258317,0.7906066536203522,0.4735812133072407,0.2270058708414872,0.3463796477495107,0.1095890410958904,0.0450097847358121,0.2641878669275929,0.5616438356164384,0.4383561643835616
P02873,0.089430894308943,0.1016260162601626,0.8089430894308943,0.2967479674796748,0.4268292682926829,0.3414634146341463,0.0203252032520325,0.1016260162601626,0.1016260162601626,0.089430894308943,0.8089430894308943,0.4674796747967479,0.1951219512195122,0.4024390243902439,0.2317073170731707,0.016260162601626,0.2520325203252032,0.5853658536585366,0.4146341463414634
P28700,0.1413276231263383,0.1049250535331905,0.7537473233404711,0.2226980728051391,0.4882226980728051,0.4132762312633833,0.0770877944325481,0.0599571734475374,0.1049250535331905,0.1413276231263383,0.7537473233404711,0.4946466809421841,0.2612419700214132,0.3533190578158458,0.145610278372591,0.0620985010706638,0.2569593147751606,0.5267665952890792,0.4732334047109208
P10276,0.1277056277056277,0.1017316017316017,0.7705627705627706,0.2705627705627705,0.4675324675324675,0.4004329004329004,0.0952380952380952,0.0627705627705627,0.1017316017316017,0.1277056277056277,0.7705627705627706,0.5021645021645021,0.2554112554112554,0.3787878787878788,0.1623376623376623,0.0692640692640692,0.2510822510822511,0.5303030303030303,0.4696969696969697
P07267,0.0962962962962963,0.1308641975308642,0.7728395061728395,0.2246913580246913,0.5037037037037037,0.4246913580246914,0.0469135802469135,0.1209876543209876,0.1308641975308642,0.0962962962962963,0.7728395061728395,0.4888888888888889,0.1876543209876543,0.3876543209876543,0.1333333333333333,0.019753086419753,0.2469135802469135,0.5160493827160494,0.4839506172839506
P01094,0.2205882352941176,0.1911764705882352,0.5882352941176471,0.2647058823529412,0.2794117647058823,0.2205882352941176,0.0,0.0588235294117647,0.1911764705882352,0.2205882352941176,0.5882352941176471,0.2647058823529412,0.2647058823529412,0.4852941176470588,0.1323529411764706,0.0294117647058823,0.2205882352941176,0.4558823529411764,0.5441176470588235
P35465,0.1378676470588235,0.1397058823529411,0.7224264705882353,0.21875,0.4466911764705882,0.3841911764705882,0.0790441176470588,0.056985294117647,0.1397058823529411,0.1378676470588235,0.7224264705882353,0.4816176470588235,0.2738970588235294,0.3731617647058823,0.1452205882352941,0.0404411764705882,0.1893382352941176,0.5220588235294118,0.4779411764705882
P17412,0.1615853658536585,0.135670731707317,0.7027439024390244,0.173780487804878,0.4908536585365853,0.4222560975609756,0.0350609756097561,0.0701219512195122,0.135670731707317,0.1615853658536585,0.7027439024390244,0.461890243902439,0.2347560975609756,0.3551829268292683,0.0914634146341463,0.048780487804878,0.2454268292682926,0.4908536585365853,0.5091463414634146
P17596,0.1338912133891213,0.1548117154811715,0.7112970711297071,0.1882845188284518,0.4895397489539749,0.3849372384937238,0.0460251046025104,0.0836820083682008,0.1548117154811715,0.1338912133891213,0.7112970711297071,0.5188284518828452,0.2133891213389121,0.3305439330543933,0.0878661087866108,0.0962343096234309,0.2133891213389121,0.4811715481171548,0.5188284518828452
P0A110,0.1269487750556792,0.1224944320712694,0.7505567928730512,0.2071269487750557,0.4922048997772829,0.3986636971046771,0.0378619153674833,0.111358574610245,0.1224944320712694,0.1269487750556792,0.7505567928730512,0.44543429844098,0.2160356347438752,0.3786191536748329,0.1291759465478842,0.0356347438752783,0.2783964365256124,0.534521158129176,0.465478841870824
P0A112,0.1752577319587628,0.134020618556701,0.6907216494845361,0.1855670103092783,0.4381443298969072,0.3556701030927835,0.0154639175257731,0.0876288659793814,0.134020618556701,0.1752577319587628,0.6907216494845361,0.4484536082474227,0.2577319587628865,0.3092783505154639,0.0670103092783505,0.0360824742268041,0.1546391752577319,0.4020618556701031,0.5979381443298969
O15169,0.1728538283062645,0.1450116009280742,0.6821345707656613,0.216937354988399,0.4466357308584687,0.3967517401392111,0.0835266821345707,0.062645011600928,0.1450116009280742,0.1728538283062645,0.6821345707656613,0.4292343387470997,0.2749419953596287,0.3944315545243619,0.1299303944315545,0.0336426914153132,0.2621809744779582,0.5174013921113689,0.482598607888631
P25054,0.1508969398522687,0.1255715793176222,0.723531480830109,0.2972212451635596,0.3707351389377418,0.3292296869504045,0.0629616602180794,0.03904326415758,0.1255715793176222,0.1508969398522687,0.723531480830109,0.3911361238128737,0.2694336967991558,0.4435455504748505,0.2120998944776644,0.0334154062609919,0.280689412592332,0.5497713682729511,0.4502286317270489
P20371,0.1148325358851674,0.1339712918660287,0.7511961722488039,0.1770334928229665,0.507177033492823,0.4210526315789473,0.0478468899521531,0.1004784688995215,0.1339712918660287,0.1148325358851674,0.7511961722488039,0.4641148325358851,0.2296650717703349,0.3971291866028708,0.0909090909090909,0.0047846889952153,0.1913875598086124,0.5023923444976076,0.4976076555023923
P20372,0.1452282157676348,0.1161825726141078,0.7385892116182573,0.2033195020746888,0.4813278008298755,0.4024896265560166,0.0663900414937759,0.1203319502074688,0.1161825726141078,0.1452282157676348,0.7385892116182573,0.4688796680497925,0.2655601659751037,0.3236514522821577,0.0995850622406639,0.0248962655601659,0.2199170124481327,0.4937759336099585,0.5062240663900415
P54322,0.0996784565916398,0.1028938906752411,0.797427652733119,0.1446945337620578,0.594855305466238,0.5337620578778135,0.0707395498392283,0.0514469453376205,0.1028938906752411,0.0996784565916398,0.797427652733119,0.5691318327974276,0.2282958199356913,0.292604501607717,0.0803858520900321,0.0482315112540192,0.2572347266881029,0.5594855305466238,0.4405144694533762
P56968,0.1145038167938931,0.1297709923664122,0.7557251908396947,0.2061068702290076,0.5190839694656488,0.4389312977099237,0.0343511450381679,0.0648854961832061,0.1297709923664122,0.1145038167938931,0.7557251908396947,0.5114503816793893,0.1793893129770992,0.366412213740458,0.1145038167938931,0.0763358778625954,0.2442748091603053,0.4923664122137404,0.5076335877862596
P01867,0.1089108910891089,0.099009900990099,0.7920792079207921,0.297029702970297,0.4554455445544554,0.3910891089108911,0.0792079207920792,0.0816831683168316,0.099009900990099,0.1089108910891089,0.7920792079207921,0.5198019801980198,0.2277227722772277,0.3886138613861386,0.2079207920792079,0.0445544554455445,0.2400990099009901,0.594059405940594,0.4059405940594059
G0YP42,0.0854700854700854,0.0811965811965812,0.8333333333333334,0.3418803418803419,0.4572649572649572,0.3931623931623931,0.0427350427350427,0.0811965811965812,0.0811965811965812,0.0854700854700854,0.8333333333333334,0.5299145299145299,0.1623931623931624,0.4487179487179487,0.2521367521367521,0.0341880341880341,0.2991452991452991,0.6111111111111112,0.3888888888888889
P55899,0.1068493150684931,0.0958904109589041,0.7972602739726027,0.2,0.5698630136986301,0.4821917808219178,0.0767123287671232,0.0958904109589041,0.0958904109589041,0.1068493150684931,0.7972602739726027,0.5260273972602739,0.210958904109589,0.3643835616438356,0.1232876712328767,0.0273972602739726,0.2876712328767123,0.5232876712328767,0.4767123287671233
P61769,0.1512605042016806,0.134453781512605,0.7142857142857143,0.2436974789915966,0.4285714285714285,0.3529411764705882,0.042016806722689,0.1092436974789916,0.134453781512605,0.1512605042016806,0.7142857142857143,0.453781512605042,0.2352941176470588,0.3445378151260504,0.1512605042016806,0.0336134453781512,0.2100840336134453,0.4705882352941176,0.5294117647058824
P62942,0.1574074074074074,0.1203703703703703,0.7222222222222222,0.1944444444444444,0.5185185185185185,0.4259259259259259,0.0648148148148148,0.0833333333333333,0.1203703703703703,0.1574074074074074,0.7222222222222222,0.4722222222222222,0.2314814814814814,0.3981481481481481,0.1111111111111111,0.0462962962962962,0.2222222222222222,0.5,0.5
P42345,0.143585719890153,0.116123970184386,0.740290309925461,0.2102785406041585,0.4970576696743821,0.4115339348764221,0.0431541781090623,0.0737544134954884,0.116123970184386,0.143585719890153,0.740290309925461,0.5170655158885837,0.2196939976461357,0.3358179678305217,0.1176932130247155,0.05100039231071,0.2063554335033346,0.4495880737544135,0.5504119262455865
P22681,0.1280353200883002,0.1158940397350993,0.7560706401766004,0.2450331125827814,0.477924944812362,0.4050772626931567,0.1048565121412803,0.0717439293598234,0.1158940397350993,0.1280353200883002,0.7560706401766004,0.4867549668874172,0.2660044150110375,0.3785871964679911,0.1534216335540839,0.0507726269315673,0.2593818984547461,0.543046357615894,0.4569536423841059
P43403,0.1534733441033925,0.1243941841680129,0.7221324717285945,0.2132471728594507,0.4862681744749596,0.4087237479806139,0.0678513731825525,0.0936995153473344,0.1243941841680129,0.1534733441033925,0.7221324717285945,0.4830371567043618,0.2439418416801292,0.3279483037156704,0.098546042003231,0.061389337641357,0.2439418416801292,0.468497576736672,0.531502423263328
P38507,0.1496062992125984,0.155511811023622,0.6948818897637795,0.1515748031496063,0.4251968503937008,0.3838582677165354,0.0610236220472441,0.0433070866141732,0.155511811023622,0.1496062992125984,0.6948818897637795,0.3681102362204724,0.328740157480315,0.374015748031496,0.0669291338582677,0.0098425196850393,0.2224409448818897,0.5255905511811023,0.4744094488188976
P01857,0.1152882205513784,0.0977443609022556,0.7869674185463659,0.2932330827067669,0.4536340852130325,0.3909774436090225,0.0802005012531328,0.0902255639097744,0.0977443609022556,0.1152882205513784,0.7869674185463659,0.5112781954887218,0.2355889724310776,0.3809523809523809,0.1929824561403508,0.0350877192982456,0.2330827067669172,0.5789473684210527,0.4210526315789473
P19915,0.147239263803681,0.0981595092024539,0.754601226993865,0.2269938650306748,0.4785276073619632,0.4233128834355828,0.0306748466257668,0.0490797546012269,0.0981595092024539,0.147239263803681,0.754601226993865,0.5153374233128835,0.2269938650306748,0.3374233128834356,0.1042944785276073,0.0858895705521472,0.2760736196319018,0.5214723926380368,0.4785276073619632
P19913,0.1357409713574097,0.1195516811955168,0.7447073474470735,0.1755915317559153,0.5466998754669987,0.4744707347447073,0.0647571606475716,0.0784557907845579,0.1195516811955168,0.1357409713574097,0.7447073474470735,0.5417185554171855,0.2229140722291407,0.3250311332503113,0.0971357409713574,0.0460772104607721,0.2540473225404732,0.5591531755915318,0.4408468244084682
P02550,0.1175166297117516,0.1441241685144124,0.738359201773836,0.2172949002217294,0.4855875831485587,0.4101995565410199,0.0443458980044345,0.0953436807095343,0.1441241685144124,0.1175166297117516,0.738359201773836,0.4966740576496674,0.1973392461197339,0.3747228381374722,0.1152993348115299,0.048780487804878,0.2394678492239468,0.5210643015521065,0.4789356984478936
P02554,0.1056179775280898,0.1393258426966292,0.755056179775281,0.2314606741573033,0.4719101123595505,0.3707865168539326,0.0449438202247191,0.096629213483146,0.1393258426966292,0.1056179775280898,0.755056179775281,0.4764044943820225,0.2022471910112359,0.3955056179775281,0.1280898876404494,0.0584269662921348,0.2247191011235955,0.5146067415730337,0.4853932584269663
P05132,0.1652421652421652,0.1282051282051282,0.7065527065527065,0.1794871794871795,0.4814814814814814,0.3732193732193732,0.037037037037037,0.1282051282051282,0.1282051282051282,0.1652421652421652,0.7065527065527065,0.4672364672364672,0.2478632478632478,0.3247863247863248,0.0911680911680911,0.0256410256410256,0.1823361823361823,0.4188034188034188,0.5811965811965812
P61926,0.1052631578947368,0.1842105263157894,0.7105263157894737,0.2631578947368421,0.3947368421052631,0.3684210526315789,0.0,0.0263157894736842,0.1842105263157894,0.1052631578947368,0.7105263157894737,0.3815789473684211,0.1578947368421052,0.5263157894736842,0.2105263157894736,0.0131578947368421,0.3552631578947368,0.5789473684210527,0.4210526315789473
Q04631,0.129973474801061,0.1671087533156498,0.7029177718832891,0.2015915119363395,0.4509283819628647,0.3846153846153846,0.0689655172413793,0.0981432360742705,0.1671087533156498,0.129973474801061,0.7029177718832891,0.4456233421750663,0.2493368700265252,0.3474801061007957,0.0795755968169761,0.0212201591511936,0.1671087533156498,0.4376657824933687,0.5623342175066313
Q02293,0.1121281464530892,0.1075514874141876,0.7803203661327232,0.2540045766590389,0.5034324942791762,0.425629290617849,0.0617848970251716,0.1006864988558352,0.1075514874141876,0.1121281464530892,0.7803203661327232,0.5034324942791762,0.1967963386727688,0.3592677345537757,0.11441647597254,0.0594965675057208,0.2631578947368421,0.494279176201373,0.505720823798627
P22869,0.1347248576850095,0.1252371916508539,0.7400379506641366,0.1992409867172675,0.4819734345351044,0.3738140417457306,0.0398481973434535,0.1328273244781783,0.1252371916508539,0.1347248576850095,0.7400379506641366,0.4857685009487666,0.2333965844402277,0.3263757115749525,0.0967741935483871,0.0360531309297912,0.2182163187855787,0.4781783681214421,0.5218216318785579
P18798,0.1336760925449871,0.1413881748071979,0.7249357326478149,0.1722365038560411,0.5141388174807198,0.3830334190231362,0.0411311053984575,0.1516709511568123,0.1413881748071979,0.1336760925449871,0.7249357326478149,0.4987146529562982,0.2133676092544987,0.3419023136246786,0.0874035989717223,0.0231362467866323,0.2056555269922879,0.4704370179948586,0.5295629820051414
P01901,0.1327913279132791,0.1219512195121951,0.7452574525745257,0.2276422764227642,0.4932249322493225,0.4254742547425474,0.056910569105691,0.0921409214092141,0.1219512195121951,0.1327913279132791,0.7452574525745257,0.5040650406504065,0.2140921409214092,0.3631436314363143,0.1192411924119241,0.043360433604336,0.2357723577235772,0.5176151761517616,0.4823848238482385
P11212,0.1327014218009478,0.1232227488151658,0.7440758293838863,0.2274881516587677,0.481042654028436,0.3909952606635071,0.0473933649289099,0.1066350710900474,0.1232227488151658,0.1327014218009478,0.7440758293838863,0.4786729857819905,0.2156398104265403,0.3649289099526066,0.1327014218009478,0.0450236966824644,0.2227488151658767,0.5118483412322274,0.4881516587677725
P04857,0.1218568665377176,0.1218568665377176,0.7562862669245648,0.218568665377176,0.504835589941973,0.4235976789168278,0.0328820116054158,0.0754352030947775,0.1218568665377176,0.1218568665377176,0.7562862669245648,0.5009671179883946,0.1876208897485493,0.3945841392649903,0.1450676982591876,0.0386847195357833,0.2456479690522243,0.5222437137330754,0.4777562862669245
P01958,0.1690140845070422,0.0845070422535211,0.7464788732394366,0.1901408450704225,0.528169014084507,0.4577464788732394,0.0422535211267605,0.0774647887323943,0.0845070422535211,0.1690140845070422,0.7464788732394366,0.528169014084507,0.2394366197183098,0.3169014084507042,0.1549295774647887,0.0211267605633802,0.2816901408450704,0.5633802816901409,0.4366197183098591
P02062,0.1643835616438356,0.1164383561643835,0.7191780821917808,0.1164383561643835,0.5547945205479452,0.4794520547945205,0.0342465753424657,0.0890410958904109,0.1164383561643835,0.1643835616438356,0.7191780821917808,0.4863013698630137,0.2465753424657534,0.3013698630136986,0.0616438356164383,0.0136986301369863,0.2397260273972602,0.5136986301369864,0.4863013698630137
P02994,0.1703056768558952,0.1200873362445414,0.7096069868995634,0.1659388646288209,0.5087336244541485,0.4410480349344978,0.0502183406113537,0.0676855895196506,0.1200873362445414,0.1703056768558952,0.7096069868995634,0.4934497816593886,0.2554585152838428,0.3449781659388646,0.1069868995633187,0.0327510917030567,0.2336244541484716,0.5327510917030568,0.4672489082969432
P32471,0.1116504854368932,0.2135922330097087,0.6747572815533981,0.174757281553398,0.470873786407767,0.3883495145631068,0.029126213592233,0.0776699029126213,0.2135922330097087,0.1116504854368932,0.6747572815533981,0.4854368932038835,0.1699029126213592,0.3980582524271844,0.1116504854368932,0.0242718446601941,0.2621359223300971,0.5242718446601942,0.4757281553398058
P07265,0.148972602739726,0.1506849315068493,0.7003424657534246,0.2123287671232876,0.4383561643835616,0.3184931506849315,0.047945205479452,0.1506849315068493,0.1506849315068493,0.148972602739726,0.7003424657534246,0.4383561643835616,0.2465753424657534,0.3732876712328767,0.1301369863013698,0.0222602739726027,0.1900684931506849,0.4606164383561644,0.5393835616438356
P01730,0.1506550218340611,0.0851528384279476,0.7641921397379913,0.2489082969432314,0.4781659388646288,0.408296943231441,0.0458515283842794,0.0611353711790393,0.0851528384279476,0.1506550218340611,0.7641921397379913,0.4978165938864629,0.2336244541484716,0.3689956331877729,0.1441048034934497,0.0393013100436681,0.2205240174672489,0.4650655021834061,0.5349344978165939
P35961,0.1245551601423487,0.092526690391459,0.7829181494661922,0.2277580071174377,0.4863582443653618,0.4080664294187426,0.0355871886120996,0.0865954922894424,0.092526690391459,0.1245551601423487,0.7829181494661922,0.5183867141162515,0.228944246737841,0.3357058125741399,0.1257413997627521,0.0427046263345195,0.2028469750889679,0.4804270462633452,0.5195729537366548
P04578,0.1308411214953271,0.0876168224299065,0.7815420560747663,0.2359813084112149,0.4754672897196261,0.3901869158878505,0.0338785046728971,0.0876168224299065,0.0876168224299065,0.1308411214953271,0.7815420560747663,0.5058411214953271,0.2348130841121495,0.3411214953271028,0.1378504672897196,0.0467289719626168,0.2149532710280373,0.4848130841121495,0.5151869158878505
